RANGE,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
2.57,0.2756479140749942,-0.18840170760527483,0.7792816368615891,0.9057864019056135,0.38382269416830306,0.1420435836645301,-0.7232282178731503,1.3192433184180252
6.75,-1.6369573263354864,0.08040719292667872,-0.5975925406555359,-1.525666243048929,0.3935851814701591,-0.2501844850582608,-0.020268612756619977,0.49993165696615344
7.21,-2.1304092275045976,-0.8490213590520022,0.5964338170499809,-1.0793801623856958,-0.6967785089873271,1.4914211297008,-0.2637477073738635,-0.39088424452048814
6.54,-0.6469785834321904,-0.08332237123545377,-0.43507911321792964,-0.5239958601811584,1.2496378771441234,-1.3452626742664717,0.3304882346001995,1.0698926335006573
7.37,-3.507084489995617,0.5867470888834674,-3.957258151183679,1.1951063501170025,0.6126022587567888,2.7607106588460217,-0.17067771841083493,-0.5435963390587556
1.41,0.5757284553451285,-1.5721666456426693,-1.0399274389547863,-0.20192850496537557,-0.06851426570216075,-1.055091377820339,-0.438115241617083,-0.767434458487366
7.07,-0.8304933671545704,-0.5535994996986874,0.9643153951905028,0.28654706003414615,1.4701451657855344,-0.16004966706077864,-1.4213839199272014,0.5201486971388851
6.72,-0.034412255861634614,-0.42941789049838036,0.5397210049230582,-1.2307368952785678,0.5589881445472639,1.5991643317865318,-0.4011883646976536,-0.08130796478800674
2.89,-3.030965368471122,0.19997881439981358,1.1674458916201675,0.15526050954129336,-0.4022003073801101,0.018819624023994973,-0.43948473341842703,0.04567888851715809
8.27,-4.439040151480953,0.3170225739703519,-3.6205873238298114,2.447420281801883,0.5066234787093531,1.2512428196704684,0.22360678595732156,-0.5789069449764312
8.08,-0.3524875461651286,-1.2485665781392252,0.25507957526197844,-1.1665468906432501,-0.3804311782533778,2.00490407179592,-0.5969440086994672,-0.15225186079491695
3.22,0.03506124593915515,-1.3580383602142134,0.5216848671625164,-0.339761846643514,0.05379363173202449,0.598375291900293,-0.053541250192979124,-1.180372079525932
0.71,-0.42851274693161867,-0.10515429455103965,0.5468361503901684,-0.949964103092136,-0.6329378461235425,1.4299779775464287,-0.6521431790429211,-1.489547187806089
2.61,-0.26113448569257713,-0.6815588262183698,0.514169045039891,0.036523815799259673,-0.5739570330924523,1.0914972741532054,-0.10629618377642784,0.7600712688209342
0.94,1.5718159098057927,-1.4787714983822116,-1.0981821785146677,0.5853510374718568,-0.5568873768122203,-1.2691829115003523,0.5067176206888099,0.11529236688051582
5.73,-1.7092722209701918,1.0748436347401389,1.1983502240789539,0.0828996960223441,-0.24228011586407125,0.2113759650950407,0.3948896735392444,0.3654832425058399
6.58,0.886654540421788,-1.0335961909744007,-1.1062660957986112,-0.5012458181282371,0.23903022115056596,-0.5389470308445479,-1.8568633124729494,-0.7168883909355237
3.83,-0.7741300825388259,0.17863741013095183,-0.5617397641793814,-0.9776622135480609,1.0120423754545924,-0.6856517260793561,-0.6206032805354492,0.8257102993284955
0.78,2.6949808851336665,1.29250022862627,0.691546377366698,1.0100468723832197,-0.65864902185912,0.4256845409249424,0.6935268430242385,0.13001914753689814
1.08,1.6369534205666432,-1.6340983759007746,0.42742389917685786,0.6150062681295498,0.7093292217291829,0.2174389299421532,-0.14350962030509554,0.36923157974732407
6.29,-0.7408941355212495,-0.1735909757366359,0.9853757024325831,0.18644274965681565,0.8952477473201434,0.06881104765900893,-0.05951011224353808,0.8894733778295043
1.1,1.8865677955549351,0.6867113784724923,-0.8386728066543322,0.18556338496565053,-0.852449420801197,-0.8513732795319255,0.9305442665923549,0.004287595017905782
5.29,1.8416922226943384,0.6813846249970111,-0.8140376332629662,-0.2966052026528526,0.03373681088964599,-0.5169196704832936,0.7785382884914411,0.9695734416799233
1.55,2.4682048977835587,2.623710763960567,0.5748804484530439,-1.0273560299010431,0.006498489912453083,2.3393876263476434,-1.4638065736541996,-0.2234095943183789
3.26,-0.612600683714308,0.10583083101309795,0.805893200703897,-0.2863303128393135,0.687361885554693,0.8604844273908987,-1.195008801295861,0.7088722958318293
2.37,-0.8135685244027065,0.7167418108254413,-0.5578846259073095,-1.5772876619559257,-0.2942051235972419,-0.5325334005934039,0.5684659460951828,-1.779742447506834
1.78,1.3673814257870311,-0.819657325954683,0.5344685966702201,0.013464863505641791,0.7164600135618858,0.6049486348015373,-0.04534674317995006,0.11284233163924139
2.26,2.0000607057574067,-1.036457544196894,-1.0221173399292183,-0.5303007352450569,1.1319947185851251,-0.894519631226707,-0.6415958125415897,-0.4884396221175777
4.74,0.38323360132360584,1.90534159448052,-0.7655725030584021,-1.2569529508639388,-0.8572048455702498,0.4211478434951315,-0.7356637510228531,-0.31725417910824666
4.38,-1.6925950805186503,-0.07068623388408773,-0.31509403600888475,-0.5761134062900246,0.8474752069042026,-1.5162447948630946,0.6011486663882434,0.7042221791261751
0.91,0.4020161452904416,-0.2429676952307579,-1.1611324402353915,-1.7259060354286289,-0.8255362202996106,0.763339585734852,0.2445627219466816,-0.3106636714230417
4.47,-0.4017540372827633,-1.2847501425406358,-0.976672937573844,-0.5824599437866894,-0.9664016374552352,-0.6705414471786175,0.9690714643301204,-0.4956061317179314
5.12,-1.861292631276119,-0.322630983569249,1.238988294269903,0.039429982999433844,1.1738821597711484,-0.5050371584051135,0.5143289144381508,0.31688548177597775
3.57,-3.372623605465133,-0.11600277227700083,1.1651253354826063,0.2764526748062233,-0.5483980240759614,-0.13346363279008186,-0.3747063454436362,-0.03295290614637001
4.96,-1.4569727854607473,0.25203230921281433,-1.0848953562178976,-1.8061338913420246,-1.4730238284210222,1.325200153173454,-0.665272651068381,0.9270345328515529
2.93,0.7530097416124999,-0.7584513958749052,0.5997095818979729,0.10519770251872093,0.2858493670377139,0.3323390471130894,-0.5106904212527464,-1.0172651619917876
2.6,-2.403274765513773,-1.0088155727973298,0.9588189597146594,-0.4992503256297161,0.09544368320255413,0.1393864168400425,0.5236033473546855,-0.7711220063962099
5.87,0.8931314197940324,-1.4236110954890473,0.14473118884888606,-0.523922583516094,-0.6632672414291251,1.7311667529049062,0.08566233646076235,0.05214334451979501
3.88,-0.9481977701707802,0.022660550903458105,1.1814440642662092,0.06312684360369686,1.2140704878136805,-0.27509788275868335,0.9281775499541581,0.8043193055261181
8.24,-0.38174406571429964,-0.5195624640284101,0.5090935527399931,-0.22281556781381565,-0.654093121733991,1.3197875351426898,-0.08609636398756533,0.6433597991096445
4.91,-1.0902885586935351,-0.48965212674634356,0.6274345931283823,-0.7876175930369573,-0.02253149333061672,1.4175273304404603,-0.16056113834782462,0.6980507253454773
5.05,-2.8081897770887307,-0.2716033193171077,1.2080956416514161,-0.26980263461042503,0.24372515136372822,-0.10585489271983638,0.9430396223875482,0.07770225827645683
2.1,1.6750128606281098,1.0776214560984223,0.7095032139326305,0.6517018662995724,-0.8074734531522192,0.5496560615618069,0.26095208573315304,-0.3722199066447479
3.7,-0.22661377273926636,-0.9063191378616928,-0.8121197368349566,-0.8472088518728723,-0.3946294591508464,-0.8365554388510865,1.6554700606250998,-0.5239234939621196
1.12,0.9683510595218007,-1.6543004623954953,0.4261940645839999,0.3790189775219267,0.01985881142286683,0.2996368634951435,0.09431124192428345,-0.5864696048525483
2.27,2.0025472809920335,0.0018154504505457252,0.6753850378956653,1.0276638824429636,-0.3097065430937792,-0.046963373023415446,1.0238669046529374,-0.11753391529153097
3.84,-0.4739349320680213,-0.7655370086701729,0.6738437302451006,0.1506239172626779,-0.8033496544603983,0.41129462632797376,0.8230127733839738,-0.5859583723190273
4.08,-0.6903404483714148,-0.4642315779670944,0.3255746181738459,-1.595358335136438,-1.0547574609952834,2.3451074785318666,-0.1935740883346488,-0.872916135951463
2.35,-0.013939555960067978,-1.3669652100371597,0.7038974087558397,0.034025505187289945,-0.003208266371121563,-0.04486852608628914,1.4078990886423381,-1.1013924599305787
1.73,1.134147363859271,1.471317918350931,-0.672108150054645,-0.3068358684536551,-0.2985173191482682,-0.7288267802869849,-0.9840025909211982,-0.8644700696224455
8.16,-0.9761548680004638,-0.4543180109850923,0.854065686623399,-0.41279127681113076,0.49119405568476077,0.6474190333827203,0.7593624123533442,0.8389105930268632
3.21,-0.17001211097867888,-1.2933761398823185,0.6442030414852974,-0.25189017854388,0.6180202288365059,0.37639329514171244,-0.16980581724784385,-0.5783436243506763
4.6,-2.6305583503360155,-0.12482304305850378,0.7918592468472996,-0.6319240821724068,-0.8751156809952918,1.2327448874603288,-0.5918671960382174,0.13769694212129024
4.84,-1.3254409192402996,-0.32909753258521046,1.1228139865883195,0.2455673004860365,1.114767902868425,-0.35330568290737124,-0.01143635570103116,0.5642426186767132
7.82,-3.562527220834747,0.2746825073437506,-3.692895042817753,1.1817120529565412,1.6805674966119144,1.91045048123153,1.0279606911179093,-0.6843186019962817
3.0,-0.32748876032795465,-0.35293122670104093,0.9382331537103555,-0.11256178182861486,1.3995675269329697,0.19283402229947455,0.02637856917424616,0.8922973958875804
0.66,0.0834998755876581,-1.0514962820093774,-0.9660196535695035,-0.1236975923412287,-1.1809317931815073,-0.9189797515999963,0.8980415433234084,-0.5956029699412624
1.68,1.0027807139359344,-1.1923535579399296,-1.1214959320386253,0.5828023070653324,-1.2725144409504479,-0.850582479704346,0.751123069031697,0.8820099832164645
1.67,-1.0416609841114841,-1.547876856714453,0.8239408912094123,-0.6911916550146846,0.6601285024223401,-0.0913586390594681,0.6863614101605205,-2.1491509796641517
2.16,-1.2418064537051303,-0.014784896048824296,1.0544849377483079,0.0027598964630076344,0.9647782300440142,0.06487556787312822,-0.5354549801507233,0.49600415372680656
6.37,-2.304824259240663,0.40876485038979443,-0.18400744067948677,-0.5034687249993273,0.7241191711375226,-1.672821938323865,-0.2497274103916692,0.19838556205860483
2.06,1.7830180630743258,-2.011235623370366,0.4505214177885495,0.748256472562777,0.45888971277792895,-0.18381307647356274,1.1165393692176069,-0.1762066064691063
7.61,-3.435838750068635,0.6002769912882733,-3.6565608080101986,1.5513262624916713,1.5986348483414692,1.7561046605486703,0.4205686993315275,-0.6025255120099393
3.36,-3.088750267612987,0.26238532971967354,-0.2652772126061256,-0.17575220615905757,-0.6358801692538562,-1.6037607417373434,-0.20626340340917163,-0.17267059044552063
3.91,0.6270504109244435,-0.3397511671201936,-0.7395038763700141,-0.3147654062067948,1.2819028287590966,-0.9695234308219913,-0.9192739283234069,1.117945186779014
2.09,2.144245312513019,2.6893863613521884,1.1154693579804575,-0.137125675156988,1.3416971311230192,0.3120038082027269,-1.4751021731883087,-1.3925740003199465
1.41,2.3245025669544437,1.3517866712187443,-0.7521573611981706,-0.6790965052378553,0.5986715152228629,-0.5420520124288772,-0.5968518898963019,-0.6478485535604105
0.77,2.214421900434757,-1.1838453564808795,0.35269501163766465,0.45362977288848993,-0.0332459942042748,0.5744054045223581,0.9297970263187106,0.1154331068144638
5.18,-1.058295190494679,-0.33578611217785687,0.472002638052074,-1.6412484632650595,-0.7047687054199393,2.2524424917891106,0.624180572142412,0.06199382201608877
4.82,-3.1053631925018133,0.31719353292197705,-0.34062558529931997,0.22698070287639474,-1.140379373021415,-1.4568781552040635,-0.3752802105147401,0.6070757466554745
0.75,2.1788395472285043,-0.2425544562028652,0.5246086075950745,0.2744374350119363,0.18592262710752436,0.5924720801354898,0.4972070837222536,-0.20659832844644327
4.9,-3.746283375670078,0.5456751476697106,1.3166393310097841,0.8233064739078466,-1.167172398513354,-0.4773566621056656,-0.6036883138843965,-0.17858555993018863
4.88,-4.038100542330943,0.356800432308425,-0.4236442510066711,0.6242517313055452,-2.329169279761884,-1.296776563258543,-1.4078465441399854,0.41309759479137165
6.75,-1.3736941108351295,-0.6786779252713768,-0.8148777480459473,-1.5943066633468848,-0.5800171913561777,-0.2989138610886635,0.4935338796263509,-1.355694045097565
3.12,1.1867612813277515,-0.10697033534355935,-1.21702223518207,-0.64540172549103,-0.9377387826886737,0.6388155543595441,0.22487420149240978,1.8570988312068153
6.37,-2.85038530227895,0.12899755158051723,-0.3562920177395785,-0.8682639927368605,-0.2425206982080284,-1.0268230860094378,0.4300806642504222,0.32158958891710776
4.58,-0.10006235587568346,0.2135459524472259,0.898881563825479,0.7094303297060939,0.08411512462878411,0.23449575897280195,0.45866672688763965,1.6179299800690974
3.8,0.8102846639976514,-0.8460710570324086,0.30580882046202573,0.12383839409917613,-0.401447567098124,1.4322419809497415,-0.47087937446912437,1.2860502973773338
0.67,0.6286898030642418,-0.5816872365426305,0.6741699052391728,0.2540713001009763,-0.1756318740980231,0.18186732551430396,0.5067857080130549,-0.9939970656939976
4.68,1.5197461261089693,-1.5733491396221035,0.36821599061272187,1.2199191638729299,-0.24322736768849665,0.06933131126918009,-0.5152012335534791,0.08449933085907738
1.53,1.2028311839781372,1.9878181821810212,1.1062205546162267,-0.2830804164082161,0.4659263728234156,0.2708466378113858,0.49220658169021053,-1.4824649865245862
4.0,-0.7275633296342713,-0.15163283500039906,0.8742681234128962,0.2256042424111643,0.3273664356343334,0.3843225390311527,-0.06408491364211401,1.0579082552083447
1.88,-0.016464845847712947,0.8223352881515056,-0.6859872235076601,-1.40850975406748,-0.19646589825428507,-0.24483315468737618,0.15250425056142464,-1.0383753262509567
9.97,-1.7622378745601346,-0.2977036189196068,1.0825716563867074,-0.4110520751385795,0.7374309831902074,0.16233790304791298,0.8164677623974401,0.39873681471108247
7.47,-0.6925480284612847,-0.32362750505382004,0.6471854002708481,-0.8920948843514336,0.33591602518604463,1.4343369616105266,-0.11599554272651084,0.762723890773645
1.73,-3.890379342626037,-0.23133607953542928,1.1204584195798108,0.9533904335597944,-1.4816231253273087,-0.3064992666586949,-0.8432147389772392,0.06990950749400571
6.07,-0.7757048408063782,1.0839379131663063,-0.7127900765984221,-2.0736061918611575,-0.6840471056094248,0.4288155543637145,0.4527143005265685,-0.9825234725539589
3.28,0.4781655046241388,-1.1178337015318245,0.6566231502823826,0.7000850712888804,0.44521544536334173,-0.060531068522491606,-0.3868704415778586,0.13551459749405145
4.83,1.9176506060130813,-0.11444542325193524,-0.7730489093305456,0.3058489973357203,0.2425968357534489,-1.4919850348145631,0.6408861227629464,-0.15083374499069307
1.0,1.0605141475837174,1.5756471658996747,0.8788718951515672,0.05664184507241379,-0.35943328642167083,0.587392686637353,-0.21154030697528442,-1.1736005602486652
9.2,-0.5160672339108933,-0.01612071336458333,0.8512115350687128,-0.24102626774040897,0.7412730555722812,0.6791548858653944,-0.31370050400039134,0.8813039220477772
3.78,-1.0235715099589173,-0.8174623053166205,-1.015085794046394,-1.1973367758200315,-0.9377141095162308,0.11321750662198489,-0.06133868587501004,-0.0971577589519562
1.24,1.8388312802949698,0.02019197303502689,0.3140914536686075,-0.054916158455730876,-0.49329191903598646,1.4970610635186459,-0.8908247875960394,-0.14640675676461914
2.26,1.8838444721747605,0.41768785654792356,-0.8723574726834578,0.08197265429427897,-0.24010653521869754,-0.8833228498523052,-0.2135068756274377,-0.2223708593121466
4.12,-2.7387512822534807,0.3022575124216037,-0.43173012804969796,-0.4299762176564491,-0.6679313040105243,-0.9748681733842741,-0.5177120052621972,0.4539941736471765
1.0,1.999215825085973,-0.6423902174029043,-1.0203921081910257,0.22199862194507894,-0.1814522464306872,-1.0087281752608999,0.26082021990751825,0.01894358206001061
6.21,-1.5067840116404492,-0.377610105641391,1.1109712719405689,-0.399237463655627,1.5683670439490818,-0.06151954201023311,-0.30168655898029745,0.15200643797140156
1.96,1.93725514353356,-0.3537791968252462,-0.9955286314022939,0.5851023049162042,-0.6947578522182559,-1.0319212206784805,0.5633628355702832,0.5378053464963096
5.53,-2.341892105752955,0.22003383207924276,1.2084341958530223,0.368516724466116,-0.025471436296634127,-0.24078318262090873,0.1935485137483601,0.4238994788923518
2.05,2.471383553329036,-0.862404277189246,0.5358591315674833,0.8751406525840003,0.3242893892586386,-0.043998118548417654,1.0437055879805406,-0.010913213014496822
2.37,0.17835709107754422,-0.5088215274221498,-0.7530252328291714,0.5693715078709302,-0.1597225835347079,-1.4530187831332235,-0.5568858857277114,0.6199196990150436
6.93,-1.6659801528958285,0.2818369321368059,-0.2396637362352793,-0.5062880822029209,0.8216414638508978,-1.5922290657640155,0.7015863949330801,0.7395835427550591
2.07,0.8275176310372664,1.361463977774685,-0.8284055589806005,-0.8654734203036285,-0.7093602735980626,-0.03325593734662484,-1.0738987215437288,-0.9494936595510594
6.28,-0.8416439621705792,-0.6014445971493311,0.6384467461706098,-1.058737219888783,-0.047204712518446136,1.2248260397023016,0.2309411644169198,-0.6765732796398334
2.54,-3.3053527900800592,0.2674482753598461,1.1661726667790167,0.7461170897516408,-1.2342767213571157,-0.15380658054574906,-0.2953739955284828,0.300230007159485
7.12,-0.2148864232388802,-0.23221329091475468,-0.8094797403191717,-0.707006806207259,0.12696405096585758,-0.3053723902354943,0.30956154653254375,1.544520087123188
3.67,-4.366370696988257,0.7000357637867282,-0.32195159599282064,0.674924001116053,-2.4906905528024224,-1.4010501832223001,-1.3719881407579926,0.30385891076721794
0.77,2.301045301731272,3.4204770527186894,0.9793734270806842,1.0787476919190784,-1.4878136183157054,0.6101586141708606,0.3961802216495935,-0.06722667084396376
2.55,2.052512228958445,0.014631154678864045,0.7528221470684221,1.0933752982139002,0.11116828036551961,-0.31166159729660375,0.831810090397202,-0.21956077496172324
2.41,1.7486447331514503,-0.8923515575842674,0.40613686626715423,0.5906810358126495,0.16272321669274922,0.4761183633978682,-0.9827909290933863,-0.34889482754352663
3.13,1.225935767562561,0.4361299965381962,0.8187776693914008,0.7717736787483704,-0.5509120954086636,-0.007844713259449448,1.253740131763735,-0.3909814433019131
1.73,1.2960157356550255,-0.3608530181698063,0.75190385836291,0.3303764299463367,0.6557742399284615,-0.09634344432112828,0.1406822133022747,-0.9585914996601127
2.04,0.5405164501160484,1.239891938429818,0.9039082338505466,-0.09526996664217495,-0.17951249794172427,0.5037564149354429,-0.32488815793931175,-1.3245931152917996
3.91,0.3298611701511803,-0.36334725634525267,-1.045339406025826,-0.11493131205334785,-1.0433284800130012,-0.03739336022508126,0.48830741010058615,2.0033330024431604
0.79,2.1928495672560917,-0.5817504641338022,-1.1096413835885663,0.5745349358218285,-0.9695616369168744,-0.8569915918888662,0.836810228346613,0.5485179072272032
1.97,-2.0754502557784313,-0.253781370035591,-0.7170926130886262,-1.5264896270491566,-0.3858320970549588,-0.05266793899887317,0.02554306184697828,0.16364434055835594
3.7,0.008627470011100575,-1.3738083255535902,-0.9031320097497156,-0.7216516399057155,-0.27879617517644584,-0.9421360597627384,1.3559829138804866,-0.7146138822220846
1.6,1.773605980722402,-1.7107266733064097,0.5048872944506936,0.9971079535892912,0.10899211793250933,-0.2924898849510838,1.448609567097566,-0.04781765395702888
3.17,1.813853011421615,-0.4677543505172692,0.5075963481606016,0.739154536243243,0.03196277299862049,0.3123331019973004,-0.651882892562586,-0.3908171787943291
1.85,0.8380915095624606,-1.130970229724941,-0.9781789670565194,0.39845745996878745,-0.0019120597755654788,-1.2363228664271082,-1.0240986088975028,0.12197621403260028
4.76,-3.2274325940495023,-0.11909813862649496,1.2851146507635445,0.24760303262073605,0.03899354648883201,-0.4729601088348651,0.004638980647664685,-0.07442791439622395
9.39,-0.3988643414723105,-0.7208793155063985,-0.7718627658571819,-1.2627713760332864,0.2587666085069999,-0.6143427500470456,0.8801383833520123,-0.4160168842633971
8.97,-2.2002259275773732,0.02433352782881192,1.0991540861754872,-0.19884063893067985,0.22232721593476099,0.20297245691258786,0.14860204032767815,0.2803834200089238
4.88,-3.243087442824071,0.05793082279898208,1.3017748305418355,0.35676952506147014,-0.061476009946730976,-0.4921097244080967,-0.21588712291866743,-0.06965311500361601
4.15,2.0873422843923652,-1.4507147029870169,0.5057590082372088,0.6743125366213557,1.0592810321770336,-0.12628558920491964,-0.15213419141530674,-0.2693285022743328
3.12,-0.8922386854717512,-0.16004285841677554,0.9773875692005907,-0.1400154610022646,0.8118718588817928,0.28221666173689863,0.3856463539250806,0.8157068169936119
3.05,0.9268677992940595,-1.2408636082795128,0.5924364202244606,0.09506875835735468,1.1943633898012729,0.09551969698867015,-1.2148290292339297,-0.9478347999859955
1.43,2.189373140655183,-1.304976970836024,-1.274803080092526,-0.15273235056982926,-0.06242740467999135,-0.2993921286045747,0.2923690618032654,1.0590580725042646
0.77,1.3023043899929678,-1.561864028707459,0.4442512522912898,1.42991322435439,-0.7143155482933249,-0.2033867776330094,0.5380895929538927,0.005067469604154928
1.01,1.4456365482895221,-0.7989932223010632,0.5903715884020977,0.4019670967221304,0.49155040458079785,0.1562768016508723,-0.02062652450399645,-0.4909312428580093
0.91,2.8591283692072924,3.299213590495039,-0.487476851474368,-0.3149005495171383,0.17569597311733268,-0.6211392568339797,-0.3976915215122633,-0.4979251928982576
2.26,1.3167308882088387,-1.0095623829925005,-1.2260662682875874,0.048127780287703203,-0.8954464996062724,-0.2909719487872172,-0.06975614188250975,0.8219852206947401
1.36,1.9542618676164907,0.05703263264657342,0.7564073367342932,1.2237756159920885,0.3117086171747481,-0.4132889370875987,-0.34183237134311567,-0.5277381819047293
1.91,-2.099279464998407,-0.16146788412916396,1.2513766664146302,-0.2903956526211014,1.2455521450480782,-0.3050764282953025,0.23460284933414927,0.042236725011303954
4.81,0.22879845349873204,-0.9213147234326594,0.5234506014612537,0.13070064454380778,0.1674456440306138,0.7710919411744843,-0.6787199279932501,0.49784879898879736
4.63,0.6580580484466592,-0.5415272806533034,0.5280701339819777,-0.2637446463577856,0.28402128125584886,1.120102086747904,0.09402277027206037,0.7637850007649791
9.68,-3.1243271862603206,1.3925721047138855,-3.312811035206427,1.7367341059880126,2.480994233870775,1.0478067081409115,0.9046662633813406,-0.5770021449034916
6.87,-1.2608076021357768,-0.5062906434371518,0.8841856165275561,-0.2733709082658309,0.734486092693152,0.4524712806340621,-0.3722691422018078,0.5118016764344072
6.09,1.8292523733346566,-0.8665959517320492,-1.0907065088526193,0.05856028151399423,-0.003973494318067502,-0.6700387883854475,0.12972044206338076,0.8877495349623131
8.73,-1.382842085653044,0.04229627958091518,0.8302543120530265,-0.4134531877654671,-0.23781692078962754,0.9889755134870147,0.25909642551662765,0.7551469503266164
1.66,-0.6853200688231288,-0.1782616793129578,0.7420335271661868,-0.14817810413503665,0.4014623333795256,0.8650781176543553,-1.0336186438842048,0.8032981089606208
1.71,1.4141986326691576,-1.4153873238703147,0.512227891478557,0.7372263045956206,0.9061800256202314,-0.10550003519974664,-1.3832276853128476,-0.5736786894009399
0.95,2.133211746665021,1.3736361532833419,0.7578336803852049,0.2444644209887353,-0.34233315201367576,0.7186885578566173,0.91297249520287,-0.2715143572491523
6.25,1.6297995425772527,2.400018536561068,-0.39610716269732854,-0.2654075129097028,0.9282214874930768,-0.9817571725463589,-1.0716155437881179,0.2387138225558982
2.85,0.898447948970159,-0.5181441621866005,0.5394263547643292,0.5167210740746617,-0.6939155150756203,0.6995770087387914,1.2108915290670967,0.9007669428453525
5.15,-2.429483726654755,-0.12948067538596747,1.2038263268901128,0.2889023075191103,0.2574637968688273,-0.3536821251078717,0.18235604935670938,0.2955790605452321
2.39,1.4945516079867505,-1.3274752228690565,0.5747733199567066,0.4279528030872731,1.2765343846101804,-0.06889290723609796,-0.8069149077836661,-0.47508297865136234
1.11,2.1807767504350313,1.436009781512847,-0.730081722276388,0.07271004740969594,-0.591549458229928,-0.8074250578159229,0.7186669693614771,-0.059804671725401694
8.33,-3.6659517657491687,0.6068901129920984,-3.5899315777825254,2.2024246423941753,1.2520024494292195,1.309130110063728,0.2537151563254719,-0.46721629107934515
3.73,-2.138934500781705,-0.5980526026677463,1.1377967033700385,0.455171683401946,0.42522052360043133,-0.4974599628759114,0.33837731811576405,0.46190006839704906
1.4,0.6566970705448661,0.16990032385754072,0.6037711276958688,-0.09117624125698646,-0.589541368685263,0.8749965340522515,-0.15300648557458982,-0.9358450764487315
1.85,0.4091297191400042,-0.6645612513602244,-0.9951601726005413,-0.20971409531012175,-0.48118821815911184,-0.5171645665316287,-0.3268795247521888,0.5168309993900133
1.96,1.4603349690715688,-0.8704704257129349,-0.962267260271552,-0.06363091281264749,-0.049412922465529904,-0.9948056747316237,0.8007477893125656,0.09699013527285842
2.94,-0.9468265865426453,-0.1859966235280858,1.1506528108251655,0.2999746483158308,1.5839818327540507,-0.46453033726055654,-0.5039786403513747,0.5552233239019849
8.94,-1.593655435148802,-0.9677710799825215,0.4524922826093954,-0.9192050417215982,-1.0385946729929125,1.7692946532428908,0.19059707163839743,0.2841688934509021
3.94,1.0858358890170299,-1.44339939200476,-1.1711640031365333,-0.07164863197267103,-0.24941907377154235,-0.6819199426184654,-0.727038399984846,-0.05218728761945852
3.16,-0.12735143343597044,-0.8041889908681301,0.6684928816940197,-0.07540799888493842,0.46583186236156665,0.46449259845372476,-0.7386137841099453,-0.3511035112926451
6.05,-1.142691497369904,-0.6465856149939566,-1.102496716377008,-2.1016283983647237,-0.7313162385606283,0.9198984625149552,-0.08885557242284103,0.014756133561657631
4.94,-3.076301699278127,-0.2714137802360601,1.2083118646325859,0.4581277994076933,-0.2917270413279229,-0.42271429903580365,0.17917236191952948,0.17628859286809306
2.15,0.8052333978445113,-0.23799509056457396,-0.9326462569746453,-0.43736273329244024,0.2653987905618934,-0.20758535471363512,0.17835644467127315,2.057137699884091
